ORDER_NUMBER,QUANTITY_ORDERED,PRICE EACH,SALES,ORDER_DATE,STATUS,MONTH,YEAR,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMER_NAME,PHONE,ADDRESSLINE1,CITY,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,POSTALCODE
"10,235",41,35.35,1449.35,4/2/2004 0:00,Shipped,4,2004,Vintage Cars,43,S50_1341,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,Canada,Lincoln,Elizabeth,Small,T2F 8M4
"10,250",36,51.93,1869.48,5/11/2004 0:00,Shipped,5,2004,Vintage Cars,43,S50_1341,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,USA,Frick,Sue,Small,94217
"10,262",49,37.97,1860.53,6/24/2004 0:00,Cancelled,6,2004,Vintage Cars,43,S50_1341,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,28034
"10,275",38,45.39,1724.82,7/23/2004 0:00,Shipped,7,2004,Vintage Cars,43,S50_1341,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Small,44000
"10,284",33,51.93,1713.69,8/21/2004 0:00,Shipped,8,2004,Vintage Cars,43,S50_1341,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,Klaeboe,Jan,Small,N 0106
"10,296",26,48.44,1259.44,9/15/2004 0:00,Shipped,9,2004,Vintage Cars,43,S50_1341,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,Munich,Germany,Donnermeyer,Michael,Small,80686
"10,308",47,43.64,2051.08,10/15/2004 0:00,Shipped,10,2004,Vintage Cars,43,S50_1341,Mini Classics,9145554562,3758 North Pendale Street,White Plains,USA,Frick,Steve,Small,24067
"10,316",34,47.57,1617.38,11/1/2004 0:00,Shipped,11,2004,Vintage Cars,43,S50_1341,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Cowes,UK,Bennett,Helen,Small,PO31 7PJ
"10,328",34,51.93,1765.62,11/12/2004 0:00,Shipped,11,2004,Vintage Cars,43,S50_1341,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli,Giovanni,Small,24100
"10,340",40,50.62,2024.8,11/24/2004 0:00,Shipped,11,2004,Vintage Cars,43,S50_1341,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,Spain,Saavedra,Eduardo,Small,8022
"10,353",40,82.21,3288.4,12/4/2004 0:00,Shipped,12,2004,Vintage Cars,43,S50_1341,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,USA,Lewis,Dan,Medium,97561
"10,361",33,82.59,2725.47,12/17/2004 0:00,Shipped,12,2004,Vintage Cars,43,S50_1341,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley,Adrian,Small,2067
"10,375",49,65.8,3224.2,2/3/2005 0:00,Shipped,2,2005,Vintage Cars,43,S50_1341,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Medium,44000
"10,388",27,100,3211.38,3/3/2005 0:00,Shipped,3,2005,Vintage Cars,43,S50_1341,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,USA,Benitez,Violeta,Medium,50553
"10,398",49,36.66,1796.34,3/30/2005 0:00,Shipped,3,2005,Vintage Cars,43,S50_1341,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,France,Henriot,Paul,Small,51100
"10,401",56,35.35,1979.6,4/3/2005 0:00,On Hold,4,2005,Vintage Cars,43,S50_1341,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,USA,Brown,William,Small,94019
"10,416",37,51.93,1921.41,5/10/2005 0:00,Shipped,5,2005,Vintage Cars,43,S50_1341,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,Italy,Moroni,Maurizio,Small,42100
"10,104",33,100,3705.24,1/31/2003 0:00,Shipped,1,2003,Trucks and Buses,115,S50_1392,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,28034
"10,115",27,100,2843.91,4/4/2003 0:00,Shipped,4,2003,Trucks and Buses,115,S50_1392,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,USA,Hernandez,Maria,Small,10022
"10,127",46,100,6176.42,6/3/2003 0:00,Shipped,6,2003,Trucks and Buses,115,S50_1392,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,USA,Young,Jeff,Medium,10022
"10,141",44,100,5500.44,8/1/2003 0:00,Shipped,8,2003,Trucks and Buses,115,S50_1392,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen,Kalle,Medium,FIN-02271
"10,151",26,100,3220.1,9/21/2003 0:00,Shipped,9,2003,Trucks and Buses,115,S50_1392,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,Finland,Koskitalo,Pirkko,Medium,90110
"10,165",48,94.92,4556.16,10/22/2003 0:00,Shipped,10,2003,Trucks and Buses,115,S50_1392,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Medium,79903
"10,176",23,100,3114.89,11/6/2003 0:00,Shipped,11,2003,Trucks and Buses,115,S50_1392,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,Italy,Moroni,Maurizio,Medium,42100
"10,184",45,100,4948.2,11/14/2003 0:00,Shipped,11,2003,Trucks and Buses,115,S50_1392,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Sevilla,Spain,Roel,Jose Pedro,Medium,41101
"10,195",49,100,5161.17,11/25/2003 0:00,Shipped,11,2003,Trucks and Buses,115,S50_1392,Mini Classics,9145554562,3758 North Pendale Street,White Plains,USA,Frick,Steve,Medium,24067
"10,207",28,94.92,2657.76,12/9/2003 0:00,Shipped,12,2003,Trucks and Buses,115,S50_1392,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,USA,Franco,Valarie,Small,51003
"10,220",37,100,3983.05,2/12/2004 0:00,Shipped,2,2004,Trucks and Buses,115,S50_1392,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,Ireland,Cassidy,Dean,Medium,2
"10,230",34,100,3974.94,3/15/2004 0:00,Shipped,3,2004,Trucks and Buses,115,S50_1392,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,Germany,Keitel,Roland,Medium,60528
"10,246",22,100,2928.42,5/5/2004 0:00,Shipped,5,2004,Trucks and Buses,115,S50_1392,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,28034
"10,259",29,100,3054.57,6/15/2004 0:00,Shipped,6,2004,Trucks and Buses,115,S50_1392,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino,Wendy,Medium,69045
"10,271",34,98.39,3345.26,7/20/2004 0:00,Shipped,7,2004,Trucks and Buses,115,S50_1392,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,97562
"10,282",38,100,4310.72,8/20/2004 0:00,Shipped,8,2004,Trucks and Buses,115,S50_1392,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,97562
"10,292",41,100,4983.14,9/8/2004 0:00,Shipped,9,2004,Trucks and Buses,115,S50_1392,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,USA,Yu,Kwai,Medium,10022
"10,305",42,100,4618.32,10/13/2004 0:00,Shipped,10,2004,Trucks and Buses,115,S50_1392,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,USA,Hernandez,Marta,Medium,51247
"10,314",28,100,3403.12,10/22/2004 0:00,Shipped,10,2004,Trucks and Buses,115,S50_1392,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,Denmark,Ibsen,Palle,Medium,8200
"10,325",38,100,5190.42,11/5/2004 0:00,Shipped,11,2004,Trucks and Buses,115,S50_1392,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,Norway,Bergulfsen,Jonas,Medium,4110
"10,336",23,100,3141.57,11/20/2004 0:00,Shipped,11,2004,Trucks and Buses,115,S50_1392,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,France,Bertrand,Marie,Medium,75012
"10,350",31,71.4,2213.4,12/2/2004 0:00,Shipped,12,2004,Trucks and Buses,115,S50_1392,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,28034
"10,359",46,100,4896.7,12/15/2004 0:00,Shipped,12,2004,Trucks and Buses,115,S50_1392,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,France,Henriot,Paul,Medium,51100
"10,371",48,56.55,2714.4,1/23/2005 0:00,Shipped,1,2005,Trucks and Buses,115,S50_1392,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,97562
"10,383",29,100,3087.05,2/22/2005 0:00,Shipped,2,2005,Trucks and Buses,115,S50_1392,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,28034
"10,395",46,100,5692.96,3/17/2005 0:00,Shipped,3,2005,Trucks and Buses,115,S50_1392,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,France,Da Cunha,Daniel,Medium,75508
"10,412",26,100,3460.86,5/3/2005 0:00,Shipped,5,2005,Trucks and Buses,115,S50_1392,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,28034
"10,425",18,100,1895.94,5/31/2005 0:00,In Process,5,2005,Trucks and Buses,115,S50_1392,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Small,44000
"10,104",32,53.31,1705.92,1/31/2003 0:00,Shipped,1,2003,Trains,58,S50_1514,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,28034
"10,117",21,49.21,1033.41,4/16/2003 0:00,Shipped,4,2003,Trains,58,S50_1514,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Small,79903
"10,127",46,69.12,3179.52,6/3/2003 0:00,Shipped,6,2003,Trains,58,S50_1514,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,USA,Young,Jeff,Medium,10022
"10,142",42,49.79,2091.18,8/8/2003 0:00,Shipped,8,2003,Trains,58,S50_1514,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,97562
"10,153",31,57.41,1779.71,9/28/2003 0:00,Shipped,9,2003,Trains,58,S50_1514,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,28034
"10,165",38,66.78,2537.64,10/22/2003 0:00,Shipped,10,2003,Trains,58,S50_1514,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad,Eric,Small,79903
"10,176",38,64.44,2448.72,11/6/2003 0:00,Shipped,11,2003,Trains,58,S50_1514,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,Italy,Moroni,Maurizio,Small,42100
"10,185",20,48.62,972.4,11/14/2003 0:00,Shipped,11,2003,Trains,58,S50_1514,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,USA,Tam,Wing C,Small,50553
"10,196",46,62.09,2856.14,11/26/2003 0:00,Shipped,11,2003,Trains,58,S50_1514,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,USA,Murphy,Leslie,Small,97823
"10,208",30,65.61,1968.3,1/2/2004 0:00,Shipped,1,2004,Trains,58,S50_1514,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,France,Saveley,Mary,Small,69004
"10,220",30,68.54,2056.2,2/12/2004 0:00,Shipped,2,2004,Trains,58,S50_1514,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,Ireland,Cassidy,Dean,Small,2
"10,230",43,52.14,2242.02,3/15/2004 0:00,Shipped,3,2004,Trains,58,S50_1514,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,Germany,Keitel,Roland,Small,60528
"10,247",49,63.85,3128.65,5/5/2004 0:00,Shipped,5,2004,Trains,58,S50_1514,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen,Kalle,Medium,FIN-02271
"10,272",43,56.82,2443.26,7/20/2004 0:00,Shipped,7,2004,Trains,58,S50_1514,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,USA,Yu,Kyung,Small,70267
"10,282",37,66.78,2470.86,8/20/2004 0:00,Shipped,8,2004,Trains,58,S50_1514,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,97562
"10,292",35,55.07,1927.45,9/8/2004 0:00,Shipped,9,2004,Trains,58,S50_1514,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,USA,Yu,Kwai,Small,10022
"10,306",34,60.34,2051.56,10/14/2004 0:00,Shipped,10,2004,Trains,58,S50_1514,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Small,EC2 5NT
"10,314",38,61.51,2337.38,10/22/2004 0:00,Shipped,10,2004,Trains,58,S50_1514,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,Denmark,Ibsen,Palle,Small,8200
"10,325",44,100,5932.96,11/5/2004 0:00,Shipped,11,2004,Trains,58,S50_1514,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,Norway,Bergulfsen,Jonas,Medium,4110
"10,337",21,100,2296.77,11/21/2004 0:00,Shipped,11,2004,Trains,58,S50_1514,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,USA,Hernandez,Maria,Small,10022
"10,350",44,100,6490.88,12/2/2004 0:00,Shipped,12,2004,Trains,58,S50_1514,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,28034
"10,359",25,64.93,1623.25,12/15/2004 0:00,Shipped,12,2004,Trains,58,S50_1514,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,France,Henriot,Paul,Small,51100
"10,372",24,58.58,1405.92,1/26/2005 0:00,Shipped,1,2005,Trains,58,S50_1514,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,Japan,Shimamura,Akiko,Small,106-0032
"10,383",38,60.06,2282.28,2/22/2005 0:00,Shipped,2,2005,Trains,58,S50_1514,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,28034
"10,395",45,100,8977.05,3/17/2005 0:00,Shipped,3,2005,Trains,58,S50_1514,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,France,Da Cunha,Daniel,Large,75508
"10,413",51,63.85,3256.35,5/5/2005 0:00,Shipped,5,2005,Trains,58,S50_1514,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,USA,King,Julie,Medium,97562
"10,108",34,82.99,2821.66,3/3/2003 0:00,Shipped,3,2003,Motorcycles,81,S50_4713,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,Cruz,Arnold,Small,1227 MM
"10,121",44,74.85,3293.4,5/7/2003 0:00,Shipped,5,2003,Motorcycles,81,S50_4713,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,France,Henriot,Paul,Medium,51100
"10,135",44,96,4224,7/2/2003 0:00,Shipped,7,2003,Motorcycles,81,S50_4713,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,97562
"10,145",38,81.36,3091.68,8/25/2003 0:00,Shipped,8,2003,Motorcycles,81,S50_4713,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,USA,Young,Julie,Medium,90003
"10,159",31,71.6,2219.6,10/10/2003 0:00,Shipped,10,2003,Motorcycles,81,S50_4713,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,USA,Brown,Julie,Small,
"10,169",48,80.55,3866.4,11/4/2003 0:00,Shipped,11,2003,Motorcycles,81,S50_4713,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,Australia,O'Hara,Anna,Medium,2060
"10,180",21,93.56,1964.76,11/11/2003 0:00,Shipped,11,2003,Motorcycles,81,S50_4713,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,France,Rance,Martine,Small,59000
"10,190",40,66.72,2668.8,11/19/2003 0:00,Shipped,11,2003,Motorcycles,81,S50_4713,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,28034
"10,211",40,80.55,3222,1/15/2004 0:00,Shipped,1,2004,Motorcycles,81,S50_4713,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,France,Perrier,Dominique,Medium,75016
"10,224",50,77.29,3864.5,2/21/2004 0:00,Shipped,2,2004,Motorcycles,81,S50_4713,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,France,Rance,Martine,Medium,59000
"10,237",20,68.34,1366.8,4/5/2004 0:00,Shipped,4,2004,Motorcycles,81,S50_4713,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,USA,Frick,Michael,Small,10022
"10,252",48,72.41,3475.68,5/26/2004 0:00,Shipped,5,2004,Motorcycles,81,S50_4713,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,France,Perrier,Dominique,Medium,75016
"10,264",47,89.5,4206.5,6/30/2004 0:00,Shipped,6,2004,Motorcycles,81,S50_4713,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,USA,Yoshido,Juri,Medium,51003
"10,276",21,70.78,1486.38,8/2/2004 0:00,Shipped,8,2004,Motorcycles,81,S50_4713,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Brickhaven,USA,Barajas,Miguel,Small,58339
"10,285",39,78.92,3077.88,8/27/2004 0:00,Shipped,8,2004,Motorcycles,81,S50_4713,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,USA,Hernandez,Marta,Medium,51247
"10,299",44,80.55,3544.2,9/30/2004 0:00,Shipped,9,2004,Motorcycles,81,S50_4713,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,Finland,Karttunen,Matti,Medium,21240
"10,309",28,88.68,2483.04,10/15/2004 0:00,Shipped,10,2004,Motorcycles,81,S50_4713,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,Norway,Bergulfsen,Jonas,Small,4110
"10,319",45,77.29,3478.05,11/3/2004 0:00,Shipped,11,2004,Motorcycles,81,S50_4713,Microscale Inc.,2125551957,5290 North Pendale Street,NYC,USA,Kuo,Kee,Medium,10022
"10,331",20,100,3657.8,11/17/2004 0:00,Shipped,11,2004,Motorcycles,81,S50_4713,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,USA,Hernandez,Rosa,Medium,71270
"10,341",38,100,4682.36,11/24/2004 0:00,Shipped,11,2004,Motorcycles,81,S50_4713,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,Austria,Pipps,Georg,Medium,5020
"10,356",26,100,3937.7,12/9/2004 0:00,Shipped,12,2004,Motorcycles,81,S50_4713,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,France,Da Cunha,Daniel,Medium,75508
"10,365",44,100,4984.32,1/7/2005 0:00,Shipped,1,2005,Motorcycles,81,S50_4713,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,USA,Tam,Wing C,Medium,50553
"10,375",49,100,5406.66,2/3/2005 0:00,Shipped,2,2005,Motorcycles,81,S50_4713,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Medium,44000
"10,390",22,100,3491.18,3/4/2005 0:00,Shipped,3,2005,Motorcycles,81,S50_4713,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Medium,97562
"10,403",31,68.34,2118.54,4/8/2005 0:00,Shipped,4,2005,Motorcycles,81,S50_4713,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,UK,Devon,Elizabeth,Small,WX1 6LT
"10,105",41,70.67,2897.47,2/11/2003 0:00,Shipped,2,2003,Ships,66,S700_1138,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,Denmark,Petersen,Jytte,Small,1734
"10,119",25,76.67,1916.75,4/28/2003 0:00,Shipped,4,2003,Ships,66,S700_1138,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,Austria,Pipps,Georg,Small,5020
"10,129",31,60,1860,6/12/2003 0:00,Shipped,6,2003,Ships,66,S700_1138,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,UK,Brown,Ann,Small,WX3 6FW
"10,142",41,64,2624,8/8/2003 0:00,Shipped,8,2003,Ships,66,S700_1138,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,97562
"10,153",43,64.67,2780.81,9/28/2003 0:00,Shipped,9,2003,Ships,66,S700_1138,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,28034
"10,167",43,75.34,3239.62,10/23/2003 0:00,Cancelled,10,2003,Ships,66,S700_1138,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,Sweden,Larsson,Maria,Medium,S-844 67
"10,177",24,76,1824,11/7/2003 0:00,Shipped,11,2003,Ships,66,S700_1138,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Madrid,Spain,Fernandez,Jesus,Small,28023
"10,185",21,54,1134,11/14/2003 0:00,Shipped,11,2003,Ships,66,S700_1138,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,USA,Tam,Wing C,Small,50553
"10,197",23,64.67,1487.41,11/26/2003 0:00,Shipped,11,2003,Ships,66,S700_1138,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,Spain,Saavedra,Eduardo,Small,8022
"10,208",38,74.67,2837.46,1/2/2004 0:00,Shipped,1,2004,Ships,66,S700_1138,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,France,Saveley,Mary,Small,69004
"10,222",31,62.67,1942.77,2/19/2004 0:00,Shipped,2,2004,Ships,66,S700_1138,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,USA,Thompson,Valarie,Small,91217
"10,233",36,70.67,2544.12,3/29/2004 0:00,Shipped,3,2004,Ships,66,S700_1138,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,USA,Brown,William,Small,94019
"10,248",36,71.34,2568.24,5/7/2004 0:00,Cancelled,5,2004,Ships,66,S700_1138,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,USA,Yu,Kwai,Small,10022
"10,261",34,62,2108,6/17/2004 0:00,Shipped,6,2004,Ships,66,S700_1138,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,Canada,Fresnisre,Jean,Small,H1J 1C3
"10,273",21,65.34,1372.14,7/21/2004 0:00,Shipped,7,2004,Ships,66,S700_1138,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,Belgium,Dewey,Catherine,Small,B-1180
"10,283",45,78.67,3540.15,8/20/2004 0:00,Shipped,8,2004,Ships,66,S700_1138,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,Canada,Lincoln,Elizabeth,Medium,T2F 8M4
"10,295",26,75.34,1958.84,9/10/2004 0:00,Shipped,9,2004,Ships,66,S700_1138,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,USA,Yoshido,Juri,Small,51003
"10,306",50,54,2700,10/14/2004 0:00,Shipped,10,2004,Ships,66,S700_1138,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,UK,Ashworth,Victoria,Small,EC2 5NT
"10,315",41,62,2542,10/29/2004 0:00,Shipped,10,2004,Ships,66,S700_1138,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,France,Labrune,Janine,Small,44000
"10,326",39,60,2340,11/9/2004 0:00,Shipped,11,2004,Ships,66,S700_1138,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,Lule,Sweden,Berglund,Christina,Small,S-958 22
"10,339",22,100,2816.44,11/23/2004 0:00,Shipped,11,2004,Ships,66,S700_1138,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,Japan,Shimamura,Akiko,Small,106-0032
"10,350",46,76.67,3526.82,12/2/2004 0:00,Shipped,12,2004,Ships,66,S700_1138,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,28034
"10,373",44,100,4627.92,1/31/2005 0:00,Shipped,1,2005,Ships,66,S700_1138,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,Finland,Koskitalo,Pirkko,Medium,90110
"10,385",25,77.34,1933.5,2/28/2005 0:00,Shipped,2,2005,Ships,66,S700_1138,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,97562
"10,396",39,66.67,2600.13,3/23/2005 0:00,Shipped,3,2005,Ships,66,S700_1138,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,USA,Nelson,Valarie,Small,97562
"10,414",37,71.34,2639.58,5/6/2005 0:00,On Hold,5,2005,Ships,66,S700_1138,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,USA,Yoshido,Juri,Small,51003
"10,106",31,100,3312.97,2/17/2003 0:00,Shipped,2,2003,Planes,91,S700_1691,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli,Giovanni,Medium,24100
"10,120",47,82.21,3863.87,4/29/2003 0:00,Shipped,4,2003,Planes,91,S700_1691,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Australia,Ferguson,Peter,Medium,3004
"10,133",24,77.64,1863.36,6/27/2003 0:00,Shipped,6,2003,Planes,91,S700_1691,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Small,28034
"10,143",36,100,3945.96,8/10/2003 0:00,Shipped,8,2003,Planes,91,S700_1691,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,USA,Tam,Wing C,Medium,50553
"10,156",48,100,4954.08,10/8/2003 0:00,Shipped,10,2003,Planes,91,S700_1691,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain,Freyre,Diego,Medium,28034
